Hostname,IP
US.lazerpenguin.com,192.241.208.224
US.lazerpenguin.com,192.241.218.145
US.lazerpenguin.com,174.128.176.101
US.lazerpenguin.com,174.128.181.52
US.lazerpenguin.com,138.68.62.169
US.lazerpenguin.com,173.205.176.150
US.lazerpenguin.com,174.128.180.120
US.lazerpenguin.com,174.128.181.102
US.lazerpenguin.com,174.128.181.183
US.lazerpenguin.com,174.128.180.231
US.lazerpenguin.com,174.128.181.196
US.lazerpenguin.com,174.128.181.116
US.lazerpenguin.com,173.205.176.185
US.lazerpenguin.com,174.128.180.119
US.lazerpenguin.com,174.128.181.149
US.lazerpenguin.com,174.128.180.230
US.lazerpenguin.com,174.128.181.4
US.lazerpenguin.com,174.128.181.89
US.lazerpenguin.com,173.205.176.149
US.lazerpenguin.com,174.128.176.87
US.lazerpenguin.com,173.205.176.213
US.lazerpenguin.com,174.128.181.119
US.lazerpenguin.com,174.128.180.201
US.lazerpenguin.com,174.128.181.8
US.lazerpenguin.com,174.128.180.54
US.lazerpenguin.com,174.128.181.20
US.lazerpenguin.com,192.241.221.26
US.lazerpenguin.com,192.241.220.189
US.lazerpenguin.com,174.128.176.105
US.lazerpenguin.com,174.128.181.121
US.lazerpenguin.com,174.128.176.103
US.lazerpenguin.com,174.128.181.185
US.lazerpenguin.com,192.241.218.157
US.lazerpenguin.com,174.128.176.89
US.lazerpenguin.com,174.128.176.69
US.lazerpenguin.com,174.128.180.56
US.lazerpenguin.com,174.128.180.228
US.lazerpenguin.com,174.128.176.88
US.lazerpenguin.com,174.128.181.87
US.lazerpenguin.com,174.128.180.52
US.lazerpenguin.com,174.128.181.101
US.lazerpenguin.com,174.128.181.214
AU.lazerpenguin.com,207.148.80.242
AU.lazerpenguin.com,91.242.215.67
AU.lazerpenguin.com,139.180.175.48
AU.lazerpenguin.com,107.191.56.5
AU.lazerpenguin.com,45.76.118.5
AU.lazerpenguin.com,45.76.122.207
AU.lazerpenguin.com,91.242.215.166
AU.lazerpenguin.com,149.28.167.6
AU.lazerpenguin.com,45.63.25.9
AU.lazerpenguin.com,139.180.172.216
AU.lazerpenguin.com,91.242.215.85
AU.lazerpenguin.com,149.28.172.122
AU.lazerpenguin.com,45.63.30.232
AU.lazerpenguin.com,91.242.215.173
AU.lazerpenguin.com,45.32.247.64
AU.lazerpenguin.com,91.242.215.78
AU.lazerpenguin.com,45.77.236.33
AU.lazerpenguin.com,108.61.212.226
AU.lazerpenguin.com,207.148.81.226
AU.lazerpenguin.com,91.242.215.90
ID.lazerpenguin.com,128.1.227.248
ID.lazerpenguin.com,129.227.39.122
ID.lazerpenguin.com,128.1.227.233
ID.lazerpenguin.com,129.227.39.114
ID.lazerpenguin.com,128.1.227.231
ID.lazerpenguin.com,128.1.227.243
ID.lazerpenguin.com,128.1.227.242
ID.lazerpenguin.com,128.1.227.230
ID.lazerpenguin.com,128.1.227.226
ID.lazerpenguin.com,128.1.227.227
ID.lazerpenguin.com,128.1.227.246
ID.lazerpenguin.com,129.227.39.115
ID.lazerpenguin.com,128.1.227.247
ID.lazerpenguin.com,129.227.39.118
ID.lazerpenguin.com,129.227.39.119
ID.lazerpenguin.com,129.227.39.120
ID.lazerpenguin.com,128.1.227.244
ID.lazerpenguin.com,128.1.227.229
ID.lazerpenguin.com,129.227.39.121
ID.lazerpenguin.com,128.1.227.245
JP.lazerpenguin.com,149.28.23.249
JP.lazerpenguin.com,198.13.41.217
JP.lazerpenguin.com,149.28.24.226
JP.lazerpenguin.com,108.61.246.64
JP.lazerpenguin.com,156.59.26.158
JP.lazerpenguin.com,149.28.23.77
JP.lazerpenguin.com,167.179.106.129
JP.lazerpenguin.com,156.59.26.134
JP.lazerpenguin.com,45.76.102.249
JP.lazerpenguin.com,156.59.26.138
JP.lazerpenguin.com,108.61.127.102
JP.lazerpenguin.com,45.63.126.171
JP.lazerpenguin.com,45.76.204.222
JP.lazerpenguin.com,45.76.111.180
JP.lazerpenguin.com,167.179.97.135
JP.lazerpenguin.com,45.32.31.93
JP.lazerpenguin.com,167.179.78.140
JP.lazerpenguin.com,45.76.103.220
JP.lazerpenguin.com,167.179.104.80
JP.lazerpenguin.com,167.179.113.203
MY.lazerpenguin.com,156.59.62.183
MY.lazerpenguin.com,162.128.128.5
MY.lazerpenguin.com,156.59.62.162
MY.lazerpenguin.com,162.128.128.24
MY.lazerpenguin.com,156.59.62.132
MY.lazerpenguin.com,156.59.62.179
MY.lazerpenguin.com,162.128.128.18
MY.lazerpenguin.com,156.59.62.130
MY.lazerpenguin.com,156.59.62.168
MY.lazerpenguin.com,162.128.128.21
MY.lazerpenguin.com,156.59.166.216
MY.lazerpenguin.com,156.59.62.184
MY.lazerpenguin.com,156.59.62.133
MY.lazerpenguin.com,156.59.62.150
MY.lazerpenguin.com,162.128.128.2
MY.lazerpenguin.com,162.128.128.3
MY.lazerpenguin.com,156.59.62.180
MY.lazerpenguin.com,162.128.128.23
MY.lazerpenguin.com,156.59.62.165
MY.lazerpenguin.com,156.59.62.151
NZ.lazerpenguin.com,223.165.65.42
NZ.lazerpenguin.com,120.138.29.186
NZ.lazerpenguin.com,223.165.65.40
NZ.lazerpenguin.com,223.165.65.54
NZ.lazerpenguin.com,120.138.16.248
NZ.lazerpenguin.com,120.138.29.181
NZ.lazerpenguin.com,120.138.29.184
NZ.lazerpenguin.com,223.165.65.37
NZ.lazerpenguin.com,223.165.65.55
NZ.lazerpenguin.com,120.138.16.247
NZ.lazerpenguin.com,223.165.65.58
NZ.lazerpenguin.com,223.165.65.38
NZ.lazerpenguin.com,223.165.65.39
NZ.lazerpenguin.com,120.138.16.251
NZ.lazerpenguin.com,223.165.65.57
NZ.lazerpenguin.com,223.165.65.41
NZ.lazerpenguin.com,120.138.29.183
NZ.lazerpenguin.com,120.138.16.250
NZ.lazerpenguin.com,223.165.65.59
NZ.lazerpenguin.com,223.165.65.53
PH.lazerpenguin.com,98.98.43.178
PH.lazerpenguin.com,98.98.43.183
PH.lazerpenguin.com,98.98.43.164
PH.lazerpenguin.com,98.98.43.148
PH.lazerpenguin.com,98.98.43.162
PH.lazerpenguin.com,98.98.43.152
PH.lazerpenguin.com,98.98.43.124
PH.lazerpenguin.com,98.98.43.122
PH.lazerpenguin.com,98.98.43.121
PH.lazerpenguin.com,98.98.43.151
PH.lazerpenguin.com,98.98.43.147
PH.lazerpenguin.com,98.98.43.180
PH.lazerpenguin.com,98.98.43.184
PH.lazerpenguin.com,98.98.43.142
PH.lazerpenguin.com,98.98.43.120
PH.lazerpenguin.com,98.98.43.125
PH.lazerpenguin.com,98.98.43.165
PH.lazerpenguin.com,98.98.43.163
PH.lazerpenguin.com,98.98.43.137
PH.lazerpenguin.com,98.98.43.181
SG.lazerpenguin.com,157.230.41.211
SG.lazerpenguin.com,129.227.90.217
SG.lazerpenguin.com,128.199.70.189
SG.lazerpenguin.com,129.227.90.215
SG.lazerpenguin.com,167.71.212.168
SG.lazerpenguin.com,129.227.90.242
SG.lazerpenguin.com,129.227.90.248
SG.lazerpenguin.com,129.227.90.216
SG.lazerpenguin.com,165.232.169.56
SG.lazerpenguin.com,178.128.54.156
SG.lazerpenguin.com,128.199.114.89
SG.lazerpenguin.com,152.42.198.70
SG.lazerpenguin.com,188.166.249.187
SG.lazerpenguin.com,128.199.107.189
SG.lazerpenguin.com,128.199.109.176
SG.lazerpenguin.com,68.183.184.136
SG.lazerpenguin.com,128.199.98.142
SG.lazerpenguin.com,129.227.90.249
SG.lazerpenguin.com,143.198.221.115
SG.lazerpenguin.com,188.166.219.204
KR.lazerpenguin.com,140.174.179.5
KR.lazerpenguin.com,140.174.179.3
KR.lazerpenguin.com,140.174.179.55
KR.lazerpenguin.com,140.174.179.6
KR.lazerpenguin.com,108.181.53.231
KR.lazerpenguin.com,140.174.179.53
KR.lazerpenguin.com,140.174.179.7
KR.lazerpenguin.com,64.176.228.179
KR.lazerpenguin.com,140.174.179.35
KR.lazerpenguin.com,140.174.179.37
KR.lazerpenguin.com,140.174.179.54
KR.lazerpenguin.com,108.181.53.228
KR.lazerpenguin.com,140.174.179.41
KR.lazerpenguin.com,140.174.179.51
KR.lazerpenguin.com,108.181.53.233
KR.lazerpenguin.com,141.164.47.120
KR.lazerpenguin.com,108.181.53.54
KR.lazerpenguin.com,108.181.53.51
KR.lazerpenguin.com,140.174.179.38
KR.lazerpenguin.com,108.181.53.55
TW.lazerpenguin.com,192.169.121.22
TW.lazerpenguin.com,192.169.121.24
TW.lazerpenguin.com,192.169.121.34
TW.lazerpenguin.com,156.59.36.6
TW.lazerpenguin.com,192.169.121.4
TW.lazerpenguin.com,192.169.121.40
TW.lazerpenguin.com,156.59.34.85
TW.lazerpenguin.com,156.59.34.67
TW.lazerpenguin.com,192.169.121.19
TW.lazerpenguin.com,156.59.36.11
TW.lazerpenguin.com,192.169.121.8
TW.lazerpenguin.com,156.59.34.88
TW.lazerpenguin.com,192.169.121.3
TW.lazerpenguin.com,192.169.121.38
TW.lazerpenguin.com,192.169.121.35
TW.lazerpenguin.com,156.59.34.74
TW.lazerpenguin.com,192.169.121.23
TW.lazerpenguin.com,192.169.121.36
TW.lazerpenguin.com,192.169.121.5
TW.lazerpenguin.com,156.59.34.90
KE.lazerpenguin.com,102.221.34.105
KE.lazerpenguin.com,62.12.118.37
KE.lazerpenguin.com,102.221.34.103
KE.lazerpenguin.com,62.12.118.36
KE.lazerpenguin.com,62.12.119.248
KE.lazerpenguin.com,62.12.119.244
KE.lazerpenguin.com,102.221.34.102
KE.lazerpenguin.com,102.221.34.100
KE.lazerpenguin.com,62.12.118.39
KE.lazerpenguin.com,62.12.118.38
KE.lazerpenguin.com,102.221.34.104
KE.lazerpenguin.com,62.12.118.40
KE.lazerpenguin.com,62.12.118.41
KE.lazerpenguin.com,62.12.119.249
KE.lazerpenguin.com,62.12.119.247
KE.lazerpenguin.com,102.221.34.101
KE.lazerpenguin.com,62.12.118.35
KE.lazerpenguin.com,102.221.34.99
KE.lazerpenguin.com,62.12.119.246
KE.lazerpenguin.com,62.12.119.245
NG.lazerpenguin.com,98.98.197.212
NG.lazerpenguin.com,98.98.197.217
NG.lazerpenguin.com,98.98.197.199
NG.lazerpenguin.com,104.166.146.85
NG.lazerpenguin.com,98.98.197.166
NG.lazerpenguin.com,104.166.146.87
NG.lazerpenguin.com,98.98.197.185
NG.lazerpenguin.com,98.98.197.181
NG.lazerpenguin.com,104.166.146.86
NG.lazerpenguin.com,104.166.146.82
NG.lazerpenguin.com,98.98.197.180
NG.lazerpenguin.com,98.98.197.216
NG.lazerpenguin.com,98.98.197.179
NG.lazerpenguin.com,98.98.197.195
NG.lazerpenguin.com,98.98.197.163
NG.lazerpenguin.com,98.98.197.162
NG.lazerpenguin.com,98.98.197.211
NG.lazerpenguin.com,104.166.146.84
NG.lazerpenguin.com,98.98.197.164
NG.lazerpenguin.com,98.98.197.197
ZA.lazerpenguin.com,108.181.120.102
ZA.lazerpenguin.com,108.181.120.99
ZA.lazerpenguin.com,165.73.240.147
ZA.lazerpenguin.com,165.73.240.116
ZA.lazerpenguin.com,108.181.120.101
ZA.lazerpenguin.com,165.73.240.118
ZA.lazerpenguin.com,165.73.240.84
ZA.lazerpenguin.com,165.73.240.115
ZA.lazerpenguin.com,165.73.240.121
ZA.lazerpenguin.com,165.73.240.152
ZA.lazerpenguin.com,165.73.242.2
ZA.lazerpenguin.com,165.73.242.7
ZA.lazerpenguin.com,165.73.240.119
ZA.lazerpenguin.com,165.73.240.151
ZA.lazerpenguin.com,165.73.240.149
ZA.lazerpenguin.com,165.73.240.120
ZA.lazerpenguin.com,165.73.242.6
ZA.lazerpenguin.com,165.73.240.87
ZA.lazerpenguin.com,165.73.240.89
ZA.lazerpenguin.com,165.73.242.3
